"name","website url","symbol text","symbol img url","status","USD raised","time","sale price","current price","return","whitepaper url"
"V-Coins Global","http://v-coins-ico.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Active","","10/23/2017 - 01/21/2018","","","","http://v-coins-ico.com/wp-content/uploads/2017/10/whitepaper-vcs-ico.pdf"
"mBet","http://ico.mbet.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://ico.mbet.io/assets/whitepaperv1.3.pdf"
"HeardBeats","https://heardbeats.com/","","https://www.tokendata.io/assets/logos/heardbeats.png","Completed","","12/04/2017 - 01/28/2018","","","","https://heardbeats.com/docs/heardbeats_whitepaper.pdf"
"Naked Dollars","https://www.naked.technology/web/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://www.naked.technology/web/download/NKD_Whitepaper_V004.pdf"
"CYS Mining","https://www.cysmining.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","11/01/2017 - 03/01/2018","","","",""
"ReNu Coin","http://renucoin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","http://renucoin.com/green-paper/"
"Duber","https://dubercoin.com/","","https://www.tokendata.io/assets/logos/duber.png","Completed","","10/25/2017 - 01/01/2018","","","","https://dubercoin.com/themencode-pdf-viewer-sc?tnc_pvfw=ZmlsZT1odHRwczovL2R1YmVyY29pbi5jb20vd3AtY29udGVudC91cGxvYWRzLzIwMTcvMTAvZHViZXItd2hpdGVwYXBlci1lbi5wZGYmc2V0dGluZ3M9Jmxhbmc9ZW4tVVM=#page=&zoom=auto&pagemode="
"Tetarise","http://tetarise.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://tetarise.com/doc/tetarise_eng.pdf"
"The NetCents Coin","https://net-cents.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"Token Report","https://tokenreport.com/","","https://www.tokendata.io/assets/logos/token%20report.png","Failed","","","","","","https://tokenreport.com/assets/white-paper-v2.pdf"
"Wiseplat","https://oswiseplat.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://oswiseplat.org/whitepaper.pdf"
"Zabercoin","http://www.zabercoin.co.za/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","http://www.zabercoin.io/whitepaper.html"
"Bopti","http://www.bopti.eu/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/27/2017 - 12/10/2017","","","","https://www.bopti-ico.org/documents/WPBOPTIV111en.pdf"
"Trive News","https://trive.news/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/15/2017 - 12/15/2017","","","","https://trive.news/wp-content/uploads/2017/08/TriveWhitePaper.pdf"
"ConsultETH","http://www.consulteth.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/18/2017 - 12/18/2017","","","","http://www.consulteth.com/download.php?file=whitepaper.pdf"
"B Umbrella","https://bumbrella.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://bumbrella.org/info/B-Umbrella%20Official%20Whitepaper%20V1%202017%20FINAL.pdf"
"RAISON","http://raison.ai/index-en.html","","https://www.tokendata.io/assets/logos/raison.png","Completed","","12/07/2017 - 01/27/2018","","","","http://raison.ai/wp_eng.pdf"
"Jury online","https://jury.online/","","https://www.tokendata.io/assets/logos/jury%20online.png","Completed","","02/12/2018 - 04/30/2018","","","","https://jury.online/en/whitepaper.pdf#zoom=100"
"VCoins","http://v-coins-ico.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/23/2017 - 01/21/2018","","","","http://v-coins-ico.com/wp-content/uploads/2017/10/whitepaper-vcs-ico.pdf"
"Familypoints","https://familypoints.io/","","https://www.tokendata.io/assets/logos/familypoints.png","Planned","","","","","","https://familypointsio.r.worldssl.net/pdf/whitepaper.pdf"
"Lendoit","https://lendoit.com/?refid=3111","","https://www.tokendata.io/assets/logos/lendoit.png","Completed","","12/13/2017 - 01/13/2018","","","","https://goo.gl/rDYnr8"
"Colu","https://cln.colu.com/","CLN","https://www.tokendata.io/assets/logos/colu.png","Planned","","01/18/2018 - 01/28/2017","","","","https://cln.colu.com/pdf/colu_whitepaper.pdf"
"Pure Air","https://www.pureairindustries.com/ico.html","","https://www.tokendata.io/assets/logos/pure%20air.png","Completed","","11/23/2017 - 12/06/2017","","","","https://s3-us-west-2.amazonaws.com/www.pureairindustries.com/PureAir+Coin+Whitepaper+v.0.0.1.pdf"
"flowfeed","https://www.flowfeed.com/","","https://www.tokendata.io/assets/logos/flowfeed.png","Failed","","10/27/2017 - 12/13/2017","","","","https://www.flowfeed.com/assets/pdf/flowfeed-overview.pdf"
"ARTIX","https://atrix.io/","","https://www.tokendata.io/assets/logos/artix.png","Completed","","11/25/2017 - 12/20/2017","","","","https://atrix.io/files/Atrix_Whitepaper.pdf"
"Block Bank","http://theblock-bank.com/","","https://www.tokendata.io/assets/logos/block%20bank.png","Completed","","11/20/2017 - 02/28/2018","","","","http://theblock-bank.com/pdf/blockbank_whitepaper.pdf"
"Hade","http://hade.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/20/2017 - 01/04/2018","","","","https://hade.io/whitepaper/HADE_Whitepaper.pdf"
"HERBY","http://herby.money/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","11/20/2017 - 12/20/2017","","","","http://herby.money/Herby-whitepaper.pdf"
"PAYALL","http://payall.io/#en","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/20/2017 - 12/20/2017","","","","http://payall.io/paper/English.pdf"
"Digi India Coin","https://digiindiacoin.com/#about","","https://www.tokendata.io/assets/logos/digi%20india%20coin.png","Completed","","11/23/2017 - 01/01/2018","","","","https://digiindiacoin.com/whitepaper.pdf"
"Ethereum High","https://www.ethereumhigh.org/","","https://www.tokendata.io/assets/logos/ethereum%20high.png","Completed","","11/24/2017 - 12/24/2017","","","","https://docs.wixstatic.com/ugd/9c3e5c_e8ad360482484d5bb409f3b6482d014c.pdf"
"Connect Coin","https://connect-coin.com/","","https://www.tokendata.io/assets/logos/connect%20coin.png","Completed","","11/20/2017 - 12/25/2017","","","","https://connect-coin.com/whitepaper.pdf"
"FOREGROUND","https://foreground.io/","","https://www.tokendata.io/assets/logos/foreground.png","Active","","11/28/2017 - 12/28/2017","","","","https://foreground.io/whitepapers/foreground-whitepaper.pdf"
"Kinesis","https://kinesisplatform.com/knplt/public/sobre","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/27/2017 - 12/28/2017","","","","https://kinesisplatform.com/knplt/public/paper/white_paper_en.pdf"
"Satoshi Brewery","https://ico.satoshibrewery.com/satoshi-eng","","https://www.tokendata.io/assets/logos/satoshi%20brewery.png","Failed","","","","","","http://satoshibrewery.com/downloads/SBL_WP_EN.pdf"
"CryptoISBN","https://www.cryptoisbn.com/c/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/20/2017 - 01/15/2018","","","","https://cryptoisbn.com/whitepaper.pdf"
"PECULIUM","https://www.peculium.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","03/01/2018 - 03/31/2018","","","","https://drive.google.com/file/d/0BwJ8L6bES0uca3k4Mk1SbGlMdVE/view"
"Skye Properties","https://skye.properties/","","https://www.tokendata.io/assets/logos/skye%20properties.png","Failed","","","","","","https://skye.properties/docs/executive_summary.pdf"
"Alchemybyte","https://www.alchemybyte.com/","","https://www.tokendata.io/assets/logos/alchemybyte.png","Completed","","01/02/2018 - 02/28/2017","","","","https://irp-cdn.multiscreensite.com/ee070c4a/files/uploaded/Whitepaper%20AlchemyByte%20%26%20SLHashByte%20v1.6.pdf"
"Balehu Bucks","http://balehubucks.com/","","https://www.tokendata.io/assets/logos/balehu%20bucks.png","Completed","","02/01/2018 - 03/31/2018","","","","https://balehubucks.com/wp-content/uploads/2017/10/balehuwhitepapers-v1.pdf"
"CryptoTask","https://www.cryptotask.org/","","https://www.tokendata.io/assets/logos/cryptotask.png","Completed","","02/01/2018 - 02/28/2018","","","","https://www.cryptotask.org/Whitepaper_CryptoTask.pdf"
"Parkapp","https://parkapp.io/en","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/01/2017 - 01/10/2018","","","","https://parkapp.io/en/Parkoin%20White%20Paper.pdf?nocache=1511239338"
"DealBox","https://dlbx.io/","","https://www.tokendata.io/assets/logos/dealbox.png","Completed","","11/19/2017 - 01/19/2018","","","","https://dlbx.io/DealBoxWPv1.7.pdf"
"Legacy","https://legacy.network/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://legacy.network/assets/home/pdf/Legacy_white_paper_v071.pdf"
"First Token Asia","https://www.firsttokenasia.com/","","https://www.tokendata.io/assets/logos/first%20token%20asia.png","Completed","","11/26/2017 - 01/21/2018","","","",""
"Stampify","https://www.stampify.me/","","https://www.tokendata.io/assets/logos/stampify.png","Completed","","12/01/2017 - 01/30/2018","","","","https://stampify.me/whitepaper/"
"MyTrackNet","https://www.mytracknet.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://drive.google.com/file/d/0B_pE0PM9GYZDM08zVTF6UkNUTUE/view?usp=sharing"
"Pryze","https://www.pryze.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://docs.wixstatic.com/ugd/34de77_31989b9e490f48e1a7e64d52e5f01deb.pdf"
"SMSChain","https://smschain.org/","","https://www.tokendata.io/assets/logos/smschain.png","Failed","","","","","","https://smschain.org/wp_smschain.pdf?v=1.2.6"
"KYC Legal","https://kyc.legal/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/01/2017 - 03/31/2018","","","","https://kyc.legal/kyc-onepage.pdf"
"Metta","https://metta-ico.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","01/01/2018 - 02/01/2018","","","","https://metta-ico.com/docs/whitepaper-metta-en.pdf"
"FoxCasino","https://foxcsn.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://foxcsn.com/doc/foxcsn_ico_terms.pdf"
"ELCOIN","https://elcoin.io/","","https://www.tokendata.io/assets/logos/elcoin.png","Completed","","11/19/2017 - 06/26/2018","","","","https://elcoin.io/White_Paper%200.9_v3.pdf"
"CycloShieldCoin","https://www.cycloshieldcoin.com/","","https://www.tokendata.io/assets/logos/cycloshieldcoin.png","Failed","","11/30/2017 - 02/07/2018","","","","https://drive.google.com/file/d/0BxhuNRihFKvsTW9wS3BDVXRPSWc/view?usp=sharing"
"Biofactory Coin","http://www.biofactorycoin.com/","","https://www.tokendata.io/assets/logos/biofactory%20coin.png","Failed","","11/27/2017 - 02/21/2018","","","","http://www.biofactorycoin.com/files/BFC_whitepaper_eng.pdf"
"Cottage ICO","http://cottagecoin.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","11/27/2017 - 03/01/2018","","","","http://cottagecoin.io/cottagecoin_wp_en.pdf"
"Qilin Market","https://qilin.market/","","https://www.tokendata.io/assets/logos/qilin%20market.png","Completed","","12/12/2017 - 12/31/2017","","","","https://qilin.market/whitepaper"
"Orchid Protocol","https://orchidprotocol.com/","","https://www.tokendata.io/assets/logos/orchid%20protocol.png","Planned","","","","","","https://orchidprotocol.com/whitepaper.pdf"
"VCXCoin","https://vcxcoin.com/","VCX","https://www.tokendata.io/assets/logos/vcxcoin.png","Completed","","12/05/2017 - 01/05/2018","","","","https://vcxcoin.com/App_Themes/fontend/document/VCXcoin_whitepaper.pdf?v=6cc550c9-e14e-4bf1-b261-048a4bbaca3c"
"Nilecoin","https://ico.nilecoin.org/","","https://www.tokendata.io/assets/logos/nilecoin.png","Completed","","12/27/2017 - 01/27/2018","","","","https://ico.nilecoin.org/white-paper-en.pdf"
"Worldtelevision Coin","http://worldtelevisioncoin.com/","","https://www.tokendata.io/assets/logos/worldtelevision%20coin.png","Failed","","12/18/2017 - 02/12/2018","","","","https://worldtelevisioncoin.com/whitepaper.pdf"
"Crypto Credit Card","http://cryptocreditcard.io/","","https://www.tokendata.io/assets/logos/crypto%20credit%20card.png","Completed","","11/29/2017 - 05/15/2018","","","","https://cryptocreditcard.io/images/docs/white_paper_cs_en.pdf"
"Potentiam","https://www.potentiam.io/","","https://www.tokendata.io/assets/logos/potentiam.png","Planned","","","","","","https://docs.wixstatic.com/ugd/73bd45_8fef41da5dc74453852fb9455e2e125c.pdf"
"Rexpax","https://rexpax.com/","","https://www.tokendata.io/assets/logos/rexpax.png","Failed","","","","","","https://rexpax.com/static/whitepaper/REXPAX_WP_ENG_1.0.pdf"
"Sportience","http://sportience.online/","","https://www.tokendata.io/assets/logos/sportience.png","Completed","","12/05/2017 - 12/19/2017","","","","https://drive.google.com/file/d/1c2-KMbCfOxDrhTKUC2WEJwFxYmk-mgWu/view"
"xchainge","https://xchainge.io/crowdsale.html","","https://www.tokendata.io/assets/logos/xchainge.png","Completed","","12/05/2017 - 12/30/2017","","","","https://drive.google.com/file/d/1WN3L_X3gJQ0b0bw6l9PE6kDw5sBcB5YB/view"
"Zerosum","http://www.zfxtoken.com/","","https://www.tokendata.io/assets/logos/zerosum.png","Completed","","01/03/2018 - 02/28/2018","","","","https://www.dropbox.com/s/ajvlif2wf6r4dui/ZeroSum%20-%20Updated%20Nov20%202017%20.pdf?dl=0"
"Vector","https://vectorexchange.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://vectorexchange.io/wp-content/uploads/2017/08/VECTOR-WHITEPAPER-English.pdf"
"Aworker","https://aworker.io/","","https://www.tokendata.io/assets/logos/aworker.png","Active","","","","","","https://drive.google.com/file/d/1QMLrnJP3Eb8ZCf7sQA6mqC3WgxAsX5Cp/view?usp=drive_web"
"Fund Platform","https://www.fundplatform.io/","","https://www.tokendata.io/assets/logos/fund%20platform.png","Completed","","12/10/2017 - 12/25/2017","","","","https://fundplatform.io/whitepaper.pdf"
"WorkPress","https://www.workpress.tech/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://www.workpress.tech/whitepaper.pdf"
"Feral Coin","https://www.feralcoin.org/","","https://www.tokendata.io/assets/logos/feral%20coin.png","Failed","","12/01/2017 - 03/31/2018","","","","https://www.feralcoin.org/Feralcoin_whitepaper.pdf"
"STAMPS","http://stampsplatform.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","12/01/2017 - 04/04/2018","","","","http://stampsplatform.com/stamps_whitepaper.pdf"
"BTF","https://www.blockchaintradedfunds.com/","","https://www.tokendata.io/assets/logos/btf.png","Completed","","12/01/2017 - 06/01/2018","","","","https://docs.wixstatic.com/ugd/d08171_847bcc0dd3b34465a70c0a6c855f43bb.pdf"
"Zangll","http://zangll.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","http://zangll.io/assets/helpers/files/en.pdf"
"Assistive Reality","https://aronline.io/","","https://www.tokendata.io/assets/logos/assistive%20reality.png","Completed","","03/09/2018 - 05/06/2018","","","","https://github.com/assistivereality/ico/raw/master/whitepaper/Assistive%20Reality%20aronline.io%20Whitepaper%20and%20ICO%20v16.pdf"
"AML Bitcoin","https://amltoken.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/06/2017 - 12/31/2017","","","","https://www.amltoken.com/wp-content/uploads/2017/10/whitepaper.pdf"
"eChat","https://ico.echat.io/?utm_source=tokendata&utm_medium=bn&utm_campaign=1","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/16/2017 - 01/31/2018","","","","https://ico.echat.io/static/doc-pdf/e-Chat_Whitepaper_ver13.pdf"
"CinemaWell","http://cinemawell.com/ico/","","https://www.tokendata.io/assets/logos/cinemawell.png","Completed","","02/01/2018 - 02/28/2018","","","","http://cinemawell.com/ico/whitepaper-cinemawell.com.pdf"
"Aversafe","https://www.aversafe.com/","","https://www.tokendata.io/assets/logos/aversafe.png","Failed","","","","","",""
"SwishCoin","http://swishcoin.com/","","https://www.tokendata.io/assets/logos/swishcoin.png","Failed","","12/15/2016 - 01/15/2017","","","","https://medium.com/@SwishCoin/swish-retail-solution-for-bringing-bitcoin-to-the-mainstream-ad0cf7b0b566#.ofcd01rfu"
"Valorem","https://advalorem.io/","","https://www.tokendata.io/assets/logos/valorem.png","Completed","","12/15/2017 - 06/30/2018","","","","https://static1.squarespace.com/static/5970abb237c581505171cbae/t/5a0e451de2c48384bd289560/1510884730746/Valorem+Whitepaper+Final%281%29.pdf"
"WhenHub","https://tokensale.whenhub.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/10/2017 - 12/31/2017","","","","https://tokensale.whenhub.com/wp-content/uploads/2017/10/WhenHub_Whitepaper.pdf"
"CompCoin","https://compcoin.com/","","https://www.tokendata.io/assets/logos/compcoin.png","Completed","","06/14/2017 - 07/31/2017","","","","https://compcoin.com/wp-content/uploads/2017/06/Compcoin-Token-For-A.I.-Financial-Trading-060817v2.pdf"
"Star Wars Coin","http://starwars.network/","","https://www.tokendata.io/assets/logos/star%20wars%20coin.png","Failed","","07/26/2017 - 08/26/2017","","","","http://starwars.network/wp-content/uploads/2017/07/Star-Wars-Whitepaper-Version-0.4-.pdf"
"Benjacoin","https://www.benjacoin.com/","","https://www.tokendata.io/assets/logos/benjacoin.png","Completed","","08/01/2017 - 08/31/2017","","","","https://static1.squarespace.com/static/5966d525b11be19ba608f5a9/t/596e05ac197aea41b741e814/1500382659102/benjacoin_english.pdf"
"Veredictum","https://tokensale.veredictum.io/","","https://www.tokendata.io/assets/logos/veredictum.png","Failed","","08/14/2017 - 09/25/2017","","","","https://daks2k3a4ib2z.cloudfront.net/593a3e0b6656a74fefc5f6f9/59639416aa148f265c59aa69_Veredictum-Technology-Overview-v0.7.pdf"
"Grant Hero Foundation","https://crowdsale.granthero.ngo/","","https://www.tokendata.io/assets/logos/grant%20hero%20foundation.png","Failed","","10/02/2017 - 10/31/2017","","","","https://docs.google.com/document/d/1CIwDHv7pg97ZBLzup-Xq84GSAp3Dx4HEVNj0j5CrnXs/edit"
"Climatecoin","https://climatecoin.io/","","https://www.tokendata.io/assets/logos/climatecoin.png","Completed","","12/01/2017 - 12/31/2017","","","","https://climatecoin.io/wp-content/uploads/2017/09/CLIMATECOIN-WHITEPAPER-1.pdf"
"Visacoin","","","https://www.tokendata.io/assets/logos/visacoin.png","","","","","","",""
"Socifi","https://gif.network/","","https://www.tokendata.io/assets/logos/socifi.png","Completed","","05/15/2018 - 06/14/2018","","","","https://drive.google.com/file/d/0B16wHRja8doNNVhWRElYRmxKWkk/view"
"Giftcoin","https://www.giftcoin.org/","","https://www.tokendata.io/assets/logos/giftcoin.png","Completed","","03/20/2018 - 03/31/2018","","","","https://www.giftcoin.org/GiftCoin_Whitepaper_v1.pdf"
"Epsilon","http://www.epsilonplatform.com/","","https://www.tokendata.io/assets/logos/epsilon.png","Completed","","03/05/2018 - 04/30/2018","","","","http://www.epsilonplatform.com/images/pdf/whitepapper.pdf"
"Allchain","http://www.aiabtc.com/","","https://www.tokendata.io/assets/logos/allchain.png","Completed","","12/26/2017 - 01/24/2018","","","","http://www.aiabtc.com/Template/en/Public/qkl/whitepaper/whitepaper_en.pdf"
"Totum","https://totum.in/","","https://www.tokendata.io/assets/logos/totum.png","Failed","","","","","","https://totum.in/files/white-paper/white-paper-en-v5.pdf"
"Sugar","https://www.sugar.lgbt/","","https://www.tokendata.io/assets/logos/sugar.png","Failed","","12/15/2017 - 03/01/2018","","","","https://drive.google.com/file/d/1TqI_CLPFtYyU0I1gZih8GHYNjG4smib-/view"
"SmartMesh","https://smartmesh.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/01/2017 - 12/28/2017","","","","https://smartmesh.io/white-paper/"
"TombCare","https://tombcare.com/","","https://www.tokendata.io/assets/logos/tombcare.png","Completed","","10/25/2017 - 02/28/2018","","","","https://tombcare.com/TombCare_Eng.pdf"
"Moirai","https://ico.moirai.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","10/28/2017 - 11/25/2017","","","","https://ico.moirai.io/wp-content/uploads/sites/2/2017/11/edited_Full-Whitepaper.pdf"
"Bitcoin Quick","https://bitcoinquick.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","11/17/2017 - 12/10/2017","","","","https://bitcoinquick.org/whitepaper.pdf"
"Bitcomo","https://ico.bitcomo.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/27/2017 - 11/21/2017","","","","https://cdn.bitcomo.com/storage/source/1/SGw7HeEcWWleZrmZ6I1brn93wi2WbfRl.pdf"
"Feenix","http://feenix.tech/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","10/03/2017 - 11/20/2017","","","","http://feenix.tech/white-paper/"
"Seratio","https://seratio-coins.world/","","https://www.tokendata.io/assets/logos/seratio.png","Completed","","09/15/2017 - 10/31/2017","","","","https://seratio-coins.world/Assets/other/Seratio%20Token%202017-30%20Whitepaper%206%200%20(23%20August%202017)%20v%206-18.pdf"
"Connectius","https://www.connectius.com/en_index.html","","https://www.tokendata.io/assets/logos/connectius.png","Completed","","11/20/2017 - 12/20/2017","","","","https://www.connectius.com/docs/wpaper_eng.pdf"
"United Traders","https://uttoken.io/?utm_source=calendar_ico&utm_medium=open_link&utm_campaign=ico_campaign&utm_content=open_link_tokendata","","https://www.tokendata.io/assets/logos/united%20traders.png","Completed","","11/30/2017 - 12/24/2017","","","","https://investment-prod.s3.amazonaws.com/whitepaper/Whitepaper_Full-version_en.pdf"
"TraderStars","https://traderstars.io/","","https://www.tokendata.io/assets/logos/traderstars.png","Failed","","11/15/2017 - 12/20/2017","","","","https://traderstars.io/wp-content/uploads/2017/09/traderstars.io_whitepaper_V04.pdf"
"Rocket Pool","http://www.rocketpool.net/","","https://www.tokendata.io/assets/logos/rocket%20pool.png","Completed","","11/25/2017 - 01/05/2018","","","","https://www.rocketpool.net/files/RocketPoolWhitePaper.pdf"
"Modulum","https://modulum.io/","","https://www.tokendata.io/assets/logos/modulum.png","Failed","","11/22/2017 - 11/29/2017","","","","http://files.hitech-one.com/whitepaper-modulum-en.pdf"
"CyberTrust","https://www.cybertrust.io/","","https://www.tokendata.io/assets/logos/cybertrust.png","Completed","","11/29/2017 - 01/05/2018","","","","https://www.cybertrust.io/CyberTrust-WhitePaper.pdf"
"Divi Project","https://www.diviproject.org/","","https://www.tokendata.io/assets/logos/divi%20project.png","Planned","","","","","","https://diviproject.org/files/Divi-WP.pdf"
"Trane","http://www.trane.ai/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","http://www.trane.ai/TraneAi%20-%20TPAI%20Whitepaper.pdf"
"Tingo Coin","http://tingocoin.com/#home","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"TeleX AI","http://telexai.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"StockBlock","http://stockblock.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"SPIN","https://ico.spinbackup.com/","","https://www.tokendata.io/assets/logos/spin.png","Failed","","","","","","https://ico.spinbackup.com/ico-whitepaper.pdf"
"SPiCE Venture Capital","https://www.spicevc.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","02/01/2018 - 03/03/2018","","","",""
"SISA","https://sisa.fund/","","https://www.tokendata.io/assets/logos/sisa.png","Planned","","","","","","https://sisa.fund/SISA%20White%20Paper.pdf"
"RChain","https://privatesaleinfo.rchain.coop/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","","","","","https://docs.google.com/gview?url=https://github.com/rchain/reference/raw/master/docs/RChainWhitepaper.pdf"
"Pangea","https://tse.bitnation.co/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://github.com/Bit-Nation/Pangea-Docs/blob/master/BITNATION%20Pangea%20Whitepaper%202017.pdf"
"Artemine","https://www.artemine.org/","","https://www.tokendata.io/assets/logos/artemine.png","Planned","","","","","","https://artemine.org/whitepaper.pdf"
"OmegaOne","https://omega.one/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://omega.one/static/media/whitepaper-eng-1.24.48b42747.pdf"
"Neureal","http://neureal.net/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://docs.google.com/document/d/1kOJx7clG2V4TevhgwndRDievXpVaAciPzjmqGxI0CtA/edit"
"MyTime","http://mytc.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","",""
"MyFoodCoin","http://www.hungrytext.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Maxitube","http://maxitube.io/en/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Live Edu","https://www.liveedu.tv/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Kript","http://kript.io/","","https://www.tokendata.io/assets/logos/kript.png","Failed","","","","","",""
"Kim Dot Com","http://www.kim.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Inspeer","https://inspeer.io/","","https://www.tokendata.io/assets/logos/inspeer.png","Completed","","01/01/2018 - 02/27/2018","","","","https://inspeer.io/files/Inspeer_WP.pdf"
"Health Nexus","https://tokensale.simplyvitalhealth.com/","","https://www.tokendata.io/assets/logos/health%20nexus.png","Planned","","","","","","https://docsend.com/view/cuufmc5"
"HashChain Technology","http://www.hashchain.ca/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Globetrotter Ecosystem","https://www.globetrottercoin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://docs.wixstatic.com/ugd/e8cc17_d84a2fa1b48b44c48ed0d31e7e150222.pdf"
"Fiinu","https://fiinu.com/","","https://www.tokendata.io/assets/logos/fiinu.png","Failed","","","","","","https://assets.fiinu.com/v018/documents/prospectus-final-v1.4.pdf"
"Fans Unite","https://fansunite.io/","","https://www.tokendata.io/assets/logos/tokendata.png","Planned","","","","","","https://fansunite.io/whitepaper.pdf"
"ESL Coin","http://eslcoin.org/ci/","","https://www.tokendata.io/assets/logos/esl%20coin.png","Failed","","","","","",""
"Bmcoin","https://bmcoin.io/events/en/","","https://www.tokendata.io/assets/logos/bmcoin.png","Completed","","11/20/2017 - 06/01/2018","","","",""
"BitMaker","http://bitmaker.cakecodes.com/","","https://www.tokendata.io/assets/logos/bitmaker.png","Failed","","","","","",""
"BeeSocials","http://ico.beesocials.com/","","https://www.tokendata.io/assets/logos/beesocials.png","Failed","","","","","","http://ico.beesocials.com/BeeSocials_Whitepaper.pdf"
"Aurus","http://aurus.io/","","https://www.tokendata.io/assets/logos/aurus.png","Planned","","","","","",""
"Arbi","http://arbi.expert/en/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"Ankorus","https://www.ankorus.org/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","",""
"AlloyCoin","https://alloycoin.com/","","https://www.tokendata.io/assets/logos/alloycoin.png","Failed","","","","","","https://alloycoin.com/static/initial/coin/offering/2018/AlloyWhitePaper.pdf"
"ALDOIN","https://aldoin.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Failed","","","","","","https://aldoin.com/documents/Aldoin_WhitePaper_EN.pdf"
"Artex Global","https://artex.global/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/05/2017 - 12/24/2017","","","","https://artex.global/files/artexwp-eng.pdf"
"Galactikka","http://ico.galactikka.com/","","https://www.tokendata.io/assets/logos/tokendata.png","Completed","","12/04/2017 - 02/19/2018","","","","https://drive.google.com/drive/u/0/folders/0B3opvrNCRCTjU0pjcUJwQzl6U1U"
